"","FIPS","County","Median_HH_Income","Population","Year"
"534","13297","Walton County, Georgia",82243,52160,2009
"535","13299","Ware County, Georgia",35658,33545,2009
"536","13301","Warren County, Georgia",5887,32892,2009
"537","13303","Washington County, Georgia",20608,31178,2009
"538","13305","Wayne County, Georgia",28954,38457,2009
"539","13307","Webster County, Georgia",2203,25030,2009
"540","13309","Wheeler County, Georgia",6819,35625,2009
"541","13311","White County, Georgia",24702,42295,2009
"542","13313","Whitfield County, Georgia",92292,42783,2009
"543","13315","Wilcox County, Georgia",8721,28863,2009
"544","13317","Wilkes County, Georgia",10292,32074,2009
"545","13319","Wilkinson County, Georgia",10044,36353,2009
"546","13321","Worth County, Georgia",21351,36707,2009
"547","15001","Hawaii County, Hawaii",172370,55645,2009
"548","15003","Honolulu County, Hawaii",902564,67066,2009
"549","15005","Kalawao County, Hawaii",78,52813,2009
"550","15007","Kauai County, Hawaii",63033,63317,2009
"551","15009","Maui County, Hawaii",142196,63659,2009
"552","16001","Ada County, Idaho",368791,55888,2009
"553","16003","Adams County, Idaho",3520,37255,2009
"554","16005","Bannock County, Idaho",80428,44162,2009
"555","16007","Bear Lake County, Idaho",5859,44263,2009
"556","16009","Benewah County, Idaho",9246,38198,2009
"557","16011","Bingham County, Idaho",43635,44380,2009
"558","16013","Blaine County, Idaho",21775,56601,2009
"559","16015","Boise County, Idaho",7467,49341,2009
"560","16017","Bonner County, Idaho",40878,42736,2009
"561","16019","Bonneville County, Idaho",96238,49823,2009
"562","16021","Boundary County, Idaho",10748,35473,2009
"563","16023","Butte County, Idaho",2769,34229,2009
"564","16025","Camas County, Idaho",1040,50114,2009
"565","16027","Canyon County, Idaho",176820,42912,2009
"566","16029","Caribou County, Idaho",6888,43918,2009
"567","16031","Cassia County, Idaho",21154,39167,2009
"568","16033","Clark County, Idaho",984,38405,2009
"569","16035","Clearwater County, Idaho",8192,41875,2009
"570","16037","Custer County, Idaho",4129,41958,2009
"571","16039","Elmore County, Idaho",28791,44015,2009
"572","16041","Franklin County, Idaho",12272,44753,2009
"573","16043","Fremont County, Idaho",12537,43486,2009
"574","16045","Gem County, Idaho",16355,41847,2009
"575","16047","Gooding County, Idaho",14320,37732,2009
"576","16049","Idaho County, Idaho",15286,34456,2009
"577","16051","Jefferson County, Idaho",22892,50181,2009
"578","16053","Jerome County, Idaho",20142,40322,2009
"579","16055","Kootenai County, Idaho",133461,45446,2009
"580","16057","Latah County, Idaho",37511,36448,2009
"581","16059","Lemhi County, Idaho",7818,38750,2009
"582","16061","Lewis County, Idaho",3645,36000,2009
"583","16063","Lincoln County, Idaho",4533,45903,2009
"584","16065","Madison County, Idaho",37120,35511,2009
"585","16067","Minidoka County, Idaho",18800,40344,2009
"586","16069","Nez Perce County, Idaho",38691,42919,2009
"587","16071","Oneida County, Idaho",4148,43912,2009
"588","16073","Owyhee County, Idaho",10995,31660,2009
"589","16075","Payette County, Idaho",22534,44480,2009
"590","16077","Power County, Idaho",7689,37455,2009
"591","16079","Shoshone County, Idaho",12794,35357,2009
"592","16081","Teton County, Idaho",8422,51125,2009
"593","16083","Twin Falls County, Idaho",72578,41577,2009
"594","16085","Valley County, Idaho",8667,52523,2009
"595","16087","Washington County, Idaho",10011,35897,2009
"596","17001","Adams County, Illinois",66892,43460,2009
"597","17003","Alexander County, Illinois",8254,28983,2009
"598","17005","Bond County, Illinois",18173,47240,2009
"599","17007","Boone County, Illinois",52400,59202,2009
"600","17009","Brown County, Illinois",6593,33472,2009
"601","17011","Bureau County, Illinois",34795,45329,2009
"602","17013","Calhoun County, Illinois",5076,44016,2009
"603","17015","Carroll County, Illinois",15878,42969,2009
"604","17017","Cass County, Illinois",13575,41083,2009
"605","17019","Champaign County, Illinois",192135,42561,2009
"606","17021","Christian County, Illinois",34543,41195,2009
"607","17023","Clark County, Illinois",16778,43364,2009
"608","17025","Clay County, Illinois",13729,37660,2009
"609","17027","Clinton County, Illinois",36235,54313,2009
"610","17029","Coles County, Illinois",52144,35102,2009
"611","17031","Cook County, Illinois",5257001,53903,2009
"612","17033","Crawford County, Illinois",19545,40006,2009
"613","17035","Cumberland County, Illinois",10802,42215,2009
"614","17037","DeKalb County, Illinois",104279,53291,2009
"615","17039","De Witt County, Illinois",16290,46623,2009
"616","17041","Douglas County, Illinois",19436,47431,2009
"617","17043","DuPage County, Illinois",925530,76355,2009
"618","17045","Edgar County, Illinois",18750,38624,2009
"619","17047","Edwards County, Illinois",6526,40741,2009
"620","17049","Effingham County, Illinois",34329,46658,2009
"621","17051","Fayette County, Illinois",21015,39615,2009
"622","17053","Ford County, Illinois",13968,46141,2009
"623","17055","Franklin County, Illinois",39301,33711,2009
"624","17057","Fulton County, Illinois",36860,40681,2009
"625","17059","Gallatin County, Illinois",5921,33954,2009
"626","17061","Greene County, Illinois",13765,39846,2009
"627","17063","Grundy County, Illinois",46513,64455,2009
"628","17065","Hamilton County, Illinois",8186,34014,2009
"629","17067","Hancock County, Illinois",18720,42732,2009
"630","17069","Hardin County, Illinois",4470,32083,2009
"631","17071","Henderson County, Illinois",7550,39536,2009
"632","17073","Henry County, Illinois",49523,48618,2009
"633","17075","Iroquois County, Illinois",30017,46762,2009
"634","17077","Jackson County, Illinois",58526,29493,2009
"635","17079","Jasper County, Illinois",9645,45252,2009
"636","17081","Jefferson County, Illinois",40063,40343,2009
"637","17083","Jersey County, Illinois",22412,51553,2009
"638","17085","Jo Daviess County, Illinois",22160,52514,2009
"639","17087","Johnson County, Illinois",13653,45934,2009
"640","17089","Kane County, Illinois",494371,68327,2009
"641","17091","Kankakee County, Illinois",111244,50911,2009
"642","17093","Kendall County, Illinois",94070,79504,2009
"643","17095","Knox County, Illinois",52077,38535,2009
"644","17097","Lake County, Illinois",702558,78423,2009
"645","17099","LaSalle County, Illinois",112293,50270,2009
"646","17101","Lawrence County, Illinois",16550,38085,2009
"647","17103","Lee County, Illinois",34994,50483,2009
"648","17105","Livingston County, Illinois",37965,49799,2009
"649","17107","Logan County, Illinois",29942,47644,2009
"650","17109","McDonough County, Illinois",32907,32337,2009
"651","17111","McHenry County, Illinois",312946,77314,2009
"652","17113","McLean County, Illinois",163686,55812,2009
"653","17115","Macon County, Illinois",108772,44107,2009
"654","17117","Macoupin County, Illinois",48148,46857,2009
"655","17119","Madison County, Illinois",266886,50877,2009
"656","17121","Marion County, Illinois",39488,37446,2009
"657","17123","Marshall County, Illinois",12831,47484,2009
"658","17125","Mason County, Illinois",15075,42687,2009
"659","17127","Massac County, Illinois",15081,38237,2009
"660","17129","Menard County, Illinois",12460,56821,2009
"661","17131","Mercer County, Illinois",16440,51200,2009
"662","17133","Monroe County, Illinois",32358,66850,2009
"663","17135","Montgomery County, Illinois",29782,39514,2009
"664","17137","Morgan County, Illinois",35300,44539,2009
"665","17139","Moultrie County, Illinois",14344,45385,2009
"666","17141","Ogle County, Illinois",54841,55479,2009
"667","17143","Peoria County, Illinois",183474,47702,2009
"668","17145","Perry County, Illinois",22542,39031,2009
"669","17147","Piatt County, Illinois",16499,55603,2009
"670","17149","Pike County, Illinois",16484,40648,2009
"671","17151","Pope County, Illinois",4071,39153,2009
"672","17153","Pulaski County, Illinois",6430,28775,2009
"673","17155","Putnam County, Illinois",5977,54528,2009
"674","17157","Randolph County, Illinois",32851,43395,2009
"675","17159","Richland County, Illinois",15621,39068,2009
"676","17161","Rock Island County, Illinois",146670,45585,2009
"677","17163","St. Clair County, Illinois",261268,47029,2009
"678","17165","Saline County, Illinois",25906,33341,2009
"679","17167","Sangamon County, Illinois",194049,50733,2009
"680","17169","Schuyler County, Illinois",6917,42425,2009
"681","17171","Scott County, Illinois",5238,48611,2009
"682","17173","Shelby County, Illinois",21854,45340,2009
"683","17175","Stark County, Illinois",6076,47795,2009
"684","17177","Stephenson County, Illinois",46821,43561,2009
"685","17179","Tazewell County, Illinois",130789,54271,2009
"686","17181","Union County, Illinois",18078,38028,2009
"687","17183","Vermilion County, Illinois",80926,39249,2009
"688","17185","Wabash County, Illinois",12199,44738,2009
"689","17187","Warren County, Illinois",17551,38433,2009
"690","17189","Washington County, Illinois",14725,52527,2009
"691","17191","Wayne County, Illinois",16505,37128,2009
"692","17193","White County, Illinois",14772,40070,2009
"693","17195","Whiteside County, Illinois",59059,43719,2009
"694","17197","Will County, Illinois",664361,74118,2009
"695","17199","Williamson County, Illinois",64212,39286,2009
"696","17201","Winnebago County, Illinois",295803,46882,2009
"697","17203","Woodford County, Illinois",37950,63917,2009
"698","18001","Adams County, Indiana",33955,43208,2009
"699","18003","Allen County, Indiana",348646,47901,2009
"700","18005","Bartholomew County, Indiana",74681,52545,2009
"701","18007","Benton County, Indiana",8723,45603,2009
"702","18009","Blackford County, Indiana",13254,40372,2009
"703","18011","Boone County, Indiana",53931,67322,2009
"704","18013","Brown County, Indiana",14724,51904,2009
"705","18015","Carroll County, Indiana",19863,47030,2009
"706","18017","Cass County, Indiana",39263,43006,2009
"707","18019","Clark County, Indiana",105280,47011,2009
"708","18021","Clay County, Indiana",26682,43943,2009
"709","18023","Clinton County, Indiana",34081,47453,2009
"710","18025","Crawford County, Indiana",10795,34883,2009
"711","18027","Daviess County, Indiana",30205,42562,2009
"712","18029","Dearborn County, Indiana",49608,55949,2009
"713","18031","Decatur County, Indiana",25066,45265,2009
"714","18033","DeKalb County, Indiana",41759,45792,2009
"715","18035","Delaware County, Indiana",115548,37386,2009
"716","18037","Dubois County, Indiana",41207,53286,2009
"717","18039","Elkhart County, Indiana",197851,47840,2009
"718","18041","Fayette County, Indiana",24313,38060,2009
"719","18043","Floyd County, Indiana",73031,52242,2009
"720","18045","Fountain County, Indiana",17075,43431,2009
"721","18047","Franklin County, Indiana",23074,50937,2009
"722","18049","Fulton County, Indiana",20251,41483,2009
"723","18051","Gibson County, Indiana",32834,45426,2009
"724","18053","Grant County, Indiana",69203,38797,2009
"725","18055","Greene County, Indiana",32715,40252,2009
"726","18057","Hamilton County, Indiana",261328,82088,2009
"727","18059","Hancock County, Indiana",65777,60878,2009
"728","18061","Harrison County, Indiana",36973,50544,2009
"729","18063","Hendricks County, Indiana",133949,65246,2009
"730","18065","Henry County, Indiana",47481,41816,2009
"731","18067","Howard County, Indiana",83685,46901,2009
"732","18069","Huntington County, Indiana",37890,45490,2009
"733","18071","Jackson County, Indiana",42131,42525,2009
"734","18073","Jasper County, Indiana",32197,53369,2009
"735","18075","Jay County, Indiana",21270,38026,2009
"736","18077","Jefferson County, Indiana",32628,40704,2009
"737","18079","Jennings County, Indiana",28052,43490,2009
"738","18081","Johnson County, Indiana",136081,59973,2009
"739","18083","Knox County, Indiana",37970,39215,2009
"740","18085","Kosciusko County, Indiana",76096,49897,2009
"741","18087","LaGrange County, Indiana",36857,49324,2009
"742","18089","Lake County, Indiana",491203,47962,2009
"743","18091","LaPorte County, Indiana",110102,47090,2009
"744","18093","Lawrence County, Indiana",45891,40328,2009
"745","18095","Madison County, Indiana",131015,43372,2009
"746","18097","Marion County, Indiana",878881,43858,2009
"747","18099","Marshall County, Indiana",46605,50786,2009
"748","18101","Martin County, Indiana",10067,42257,2009
"749","18103","Miami County, Indiana",36508,38872,2009
"750","18105","Monroe County, Indiana",127855,38124,2009
"751","18107","Montgomery County, Indiana",37828,48572,2009
"752","18109","Morgan County, Indiana",70179,54926,2009
"753","18111","Newton County, Indiana",13974,53028,2009
"754","18113","Noble County, Indiana",47729,46744,2009
"755","18115","Ohio County, Indiana",5871,49661,2009
"756","18117","Orange County, Indiana",19536,35667,2009
"757","18119","Owen County, Indiana",22371,42465,2009
"758","18121","Parke County, Indiana",17094,37962,2009
"759","18123","Perry County, Indiana",18872,43918,2009
"760","18125","Pike County, Indiana",12496,39685,2009
"761","18127","Porter County, Indiana",160073,60797,2009
"762","18129","Posey County, Indiana",26244,57775,2009
"763","18131","Pulaski County, Indiana",13739,46141,2009
"764","18133","Putnam County, Indiana",36993,49821,2009
"765","18135","Randolph County, Indiana",25914,40993,2009
"766","18137","Ripley County, Indiana",27378,47397,2009
"767","18139","Rush County, Indiana",17425,45661,2009
"768","18141","St. Joseph County, Indiana",266400,44579,2009
"769","18143","Scott County, Indiana",23646,38372,2009
"770","18145","Shelby County, Indiana",43964,51448,2009
"771","18147","Spencer County, Indiana",20167,51120,2009
"772","18149","Starke County, Indiana",23398,38729,2009
"773","18151","Steuben County, Indiana",33544,46818,2009
"774","18153","Sullivan County, Indiana",21316,41292,2009
"775","18155","Switzerland County, Indiana",9627,44246,2009
"776","18157","Tippecanoe County, Indiana",162527,41842,2009
"777","18159","Tipton County, Indiana",16055,50556,2009
"778","18161","Union County, Indiana",7083,42995,2009
"779","18163","Vanderburgh County, Indiana",174544,42579,2009
"780","18165","Vermillion County, Indiana",16301,42451,2009
"781","18167","Vigo County, Indiana",105434,37509,2009
"782","18169","Wabash County, Indiana",33004,43198,2009
